Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,FED_Substrate_Viable,Reboot_Quality,Q_rho,SC_closure,SC_portability,CID,ECC,ID,CAC,Frag_pre,SC_x_CID,SC_x_CAC,z,CL,AV,DD,Noise_pre_raw,Clarity_post_ordinal,Clarity_post_binary,ΔG,Gate_Effect
52,Copernicus,1,2,4,2,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9403032584443721,0.7700000000000001,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7700000000000001,0.539,0.9189750000000001,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
53,Dag Hammarskjöld,1,4,3,4,4,4,4,16,N,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9374347709225683,0.8500000000000001,0.74,1.0,0.4,0.835,0.25,0.0125,0.8500000000000001,0.53125,0.9023125000000001,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
54,Daniel Tammet,4,1,4,3,3,3,4,12,X,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,1,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9228898521951431,0.7700000000000001,0.6425000000000001,0.8,0.4,0.94,0.4,0.0125,0.6160000000000001,0.539,0.827425,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
55,Dante,1,3,4,4,4,4,4,16,V,B,Biological/Individual,4,16,12,1.0,SR,SR,SR,0,0,0,3,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9337988056998373,0.9500000000000001,0.5675,1.0,0.19999999999999996,0.9099999999999999,0.25,0.037500000000000006,0.9500000000000001,0.59375,0.8821875,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
56,David Ditchfield,4,1,1,4,4,3,3,9,X,J,Journey/Transmission,4,14,11,0.56,SR,SR,SR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.8899790796245662,0.7071428571428572,0.7475,0.6428571428571429,0.4,0.8800000000000001,0.07500000000000001,0.0125,0.45459183673469394,0.38008928571428574,0.6968424744897961,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
57,David Koresh,1,2,2,4,2,2,1,2,V,C,Chaos/Fragmentation,4,11,9,0.12,FR,FR,FR,1,1,0,1,2,11,9,1,0,0,1,0,1,0,1,1,0,0,0,,2,9,5.5,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.48839961564840645,0.5227272727272728,0.41000000000000003,0.18181818181818182,0.10000000000000003,0.9099999999999999,-0.9083333333333333,0.8958333333333334,0.0950413223140496,0.02395833333333334,-0.015469955234159727,1.0,1.0,2.0,4.0,0,0.0,-1.969665243522422,Deteriorated
58,Derek Amato,4,1,2,3,4,3,3,9,X,L,Loss/Limitation,4,14,11,0.56,SR,SR,SR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8864042909239573,0.7071428571428572,0.6425000000000001,0.6428571428571429,0.4,0.94,0.07500000000000001,0.0125,0.45459183673469394,0.38008928571428574,0.684842474489796,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
59,Dietrich Bonhoeffer,1,4,4,4,3,4,4,16,T,J,Journey/Transmission,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9347086308073314,0.9,0.6675,1.0,0.3,0.8199999999999998,0.25,0.025,0.9,0.5625,0.887125,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
60,Dmitri Mendeleev,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
61,Dorothy Day,1,2,3,4,4,3,4,12,T,G,Growth/Global,4,14,11,0.75,MR,MR,MR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.921796784806188,0.7928571428571429,0.72,0.8571428571428571,0.4,0.8199999999999998,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8223380102040815,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
62,Eben Alexander,4,1,1,4,4,3,4,12,X,J,Journey/Transmission,4,14,11,0.75,CR,CR,CR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,1,0,1,,12,2,1.166666666666667,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.9248756135324157,0.7928571428571429,0.7475,0.8571428571428571,0.4,0.8800000000000001,0.25,0.0125,0.6795918367346939,0.4955357142857143,0.8368380102040817,3.0,0.0,0.0,3.0,3,1.0,1.9442892728847625,Clarified
63,Eckhart Tolle,2,2,3,4,4,3,4,12,N,J,Journey/Transmission,4,15,12,0.75,CR,CR,CR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,1,0,1,,12,3,1.25,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.9164863819932403,0.7700000000000001,0.6875,0.8,0.4,0.895,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7985125000000001,1.0,0.0,0.0,1.0,3,1.0,3.7721983056991313,Clarified
64,Edgar Allan Poe,3,2,4,3,4,2,2,4,S,L,Loss/Limitation,3,16,14,0.25,SR,SR,SR,0,0,0,1,4,16,14,0,0,0,1,0,1,1,0,0,0,0,0,,4,12,4.0,SR,FR,SR,SR,SR,True,FR,False,SR,True,True,1,1,0.7289397578563546,0.55,0.49,0.25,0.2,0.835,-0.09999999999999998,0.3125,0.1375,0.24750000000000003,0.32975000000000004,1.0,1.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
65,Edith Stein,1,3,4,4,4,4,4,16,T,J,Journey/Transmission,4,16,12,1.0,MR,MR,MR,0,0,0,1,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9344219765632626,0.8500000000000001,0.6675,1.0,0.4,0.8199999999999998,0.25,0.0125,0.8500000000000001,0.53125,0.8855625,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
66,Elie Wiesel,3,4,3,4,3,3,4,12,T,J,Journey/Transmission,4,17,14,0.75,MR,MR,MR,0,0,0,1,12,17,14,0,0,1,0,1,0,0,0,0,0,0,0,,12,5,1.416666666666667,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9036981237921842,0.7323529411764707,0.6675,0.7058823529411765,0.4,0.8799999999999999,0.25,0.0125,0.5169550173010381,0.45772058823529416,0.746335856401384,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
67,Elizabeth Cady Stanton,1,3,4,4,2,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9334152749131088,0.8555555555555555,0.72,1.0,0.3,0.8199999999999998,0.25,0.025,0.8555555555555555,0.5347222222222222,0.8801249999999999,3.0,0.0,0.0,3.0,1,0.0,-0.0557107271152375,Steady
68,Elon Musk,1,1,4,3,2,4,2,8,N,G,Growth/Global,3,11,7,0.5,PR,PR,PR,0,0,0,2,8,11,7,0,0,0,0,0,0,1,0,0,0,1,1,,8,3,1.375,PR,FR,PR,PR,PR,True,FR,False,PR,True,True,1,1,0.8966047201991241,0.7909090909090909,0.6775,0.7272727272727273,0.3,0.7,0.2,0.025,0.575206611570248,0.4745454545454545,0.7200185950413224,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
69,Emanuel Swedenborg,2,1,4,4,4,3,3,9,V,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8829501415965025,0.6900000000000001,0.7075,0.6,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.67355625,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
70,Emperor Constantine,1,2,2,3,4,3,3,9,V,J,Journey/Transmission,4,12,9,0.56,MR,MR,MR,0,0,0,1,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,4.0,9,3,1.333333333333333,MR,SR,MR,MR,MR,True,SR,False,MR,True,True,1,1,0.9131153827265873,0.7500000000000001,0.9075000000000001,0.75,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.5625000000000001,0.40312500000000007,0.78409375,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
71,Ernest Shackleton,2,4,2,3,2,4,4,16,N,G,Growth/Global,3,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.930090623024887,0.786842105263158,0.6775,1.0,0.4,0.8200000000000001,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8626940789473685,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
72,Erwin Schrödinger,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9376966158149217,0.7547619047619049,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9038035714285715,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
73,Eugenia Ginzburg,3,4,3,4,3,4,4,16,T,J,Journey/Transmission,4,17,13,1.0,MR,MR,MR,0,0,0,2,16,17,13,0,0,1,0,1,0,0,0,0,0,0,0,,16,1,1.0625,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9304972311226053,0.8764705882352941,0.6675,0.9411764705882353,0.3,0.8799999999999999,0.25,0.025,0.8249134948096886,0.5477941176470589,0.864784169550173,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
74,Evelyn Underhill,3,2,3,3,4,3,4,12,S,L,Loss/Limitation,3,15,12,0.75,SR,SR,SR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.90454049946601,0.8200000000000001,0.49,0.8,0.3,0.835,0.25,0.025,0.6560000000000001,0.5125000000000001,0.7495750000000002,0.0,0.0,0.0,0.0,3,0.0,4.686152822106315,Clarified
75,Ezekiel,1,2,2,3,4,3,3,9,V,J,Journey/Transmission,4,12,9,0.56,SR,SR,SR,0,0,0,1,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,3,1.333333333333333,MR,SR,SR,SR,MR,False,SR,True,SR,True,False,1,1,0.9031111552197617,0.7500000000000001,0.7075,0.75,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.5625000000000001,0.40312500000000007,0.74409375,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
76,Flannery O'Connor,4,2,3,3,4,3,4,12,S,L,Loss/Limitation,4,16,13,0.75,SR,SR,SR,0,0,0,1,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.9044400738801036,0.7500000000000001,0.5525,0.75,0.4,0.9099999999999999,0.25,0.0125,0.5625000000000001,0.46875000000000006,0.7491875,1.0,0.0,0.0,1.0,3,0.0,3.7721983056991313,Clarified
77,Florence Nightingale,2,3,3,4,3,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9362786451344554,0.8264705882352942,0.72,1.0,0.4,0.8799999999999999,0.25,0.0125,0.8264705882352942,0.5165441176470589,0.895797794117647,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
78,Francis of Assisi,2,2,2,4,4,4,4,16,V,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9388815189083217,0.8555555555555555,0.76,1.0,0.3,0.97,0.25,0.025,0.8555555555555555,0.5347222222222222,0.910625,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
79,Franco Magnani,4,1,2,3,3,2,3,6,S,L,Loss/Limitation,4,13,11,0.38,SR,SR,SR,1,0,0,1,6,13,11,0,0,0,1,0,0,0,0,0,0,0,0,,6,7,2.166666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8059243814044509,0.6346153846153847,0.5525,0.46153846153846156,0.30000000000000004,0.8499999999999999,-0.10833333333333331,0.19583333333333333,0.2928994082840237,0.28293269230769236,0.474580682938856,2.0,0.0,1.0,3.0,3,0.0,1.9442892728847625,Clarified
80,Franklin D. Roosevelt,4,2,2,3,2,4,4,16,S,B,Biological/Individual,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9263946239791733,0.786842105263158,0.5175,1.0,0.4,0.9099999999999999,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8441940789473684,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
81,Frederick Douglass,2,3,4,4,2,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9365577345439753,0.8764705882352941,0.72,1.0,0.3,0.8799999999999999,0.25,0.025,0.8764705882352941,0.5477941176470589,0.897360294117647,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
82,Frida Kahlo,4,2,2,4,3,3,3,9,S,B,Biological/Individual,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.8706444364848421,0.6900000000000001,0.5175,0.6,0.4,0.9099999999999999,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.6355562499999999,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
83,Fridtjof Nansen,2,4,4,3,2,4,4,16,N,G,Growth/Global,3,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9391556215222724,0.8764705882352941,0.6775,1.0,0.3,0.8200000000000001,0.4,0.025,0.8764705882352941,0.6135294117647059,0.9122205882352943,2.0,0.0,0.0,2.0,2,1.0,1.8582437892919468,Clarified
84,Friedrich Nietzsche,4,2,4,4,3,2,1,2,S,C,Chaos/Fragmentation,3,17,15,0.12,FR,FR,FR,1,1,0,3,2,17,15,1,0,0,1,0,1,0,1,1,0,0,0,,2,15,8.5,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,0,0,0.4400499227558708,0.5970588235294119,0.2975,0.11764705882352941,0.0,0.835,-0.9083333333333333,0.9208333333333334,0.07024221453287198,0.02736519607843138,-0.08031981689734718,0.0,1.0,2.0,3.0,0,0.0,-1.0557107271152375,Deteriorated
85,Fyodor Dostoevsky,3,3,3,4,3,3,4,12,N,B,Biological/Individual,4,16,13,0.75,MR,MR,MR,0,0,0,3,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9031029516538159,0.8500000000000001,0.5475,0.75,0.19999999999999996,0.895,0.25,0.037500000000000006,0.6375000000000001,0.53125,0.7440625000000001,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
86,Galileo Galilei,1,3,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,1,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9414416213501711,0.786842105263158,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.786842105263158,0.5507894736842106,0.925796052631579,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
87,Gemma Galgani,4,2,1,4,4,3,3,9,S,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,1,1,0.876929447165602,0.6900000000000001,0.6575,0.6,0.4,0.8499999999999999,0.07500000000000001,0.0125,0.41400000000000003,0.370875,0.65455625,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
88,George Boole,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
89,George de Mestral,1,1,4,2,2,4,4,16,D,G,Growth/Global,3,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9323480206896563,0.740909090909091,0.7175,1.0,0.4,0.76,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8744431818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
90,George Fox,1,2,2,4,4,3,4,12,V,J,Journey/Transmission,4,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9309179908583628,0.8192307692307693,0.7075,0.9230769230769231,0.4,0.9099999999999999,0.25,0.0125,0.7562130177514794,0.5120192307692308,0.866958949704142,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
91,George Frideric Handel,4,2,2,3,4,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,1,1,0.910624782213122,0.7700000000000001,0.5525,0.8,0.4,0.9099999999999999,0.25,0.0125,0.6160000000000001,0.48125000000000007,0.7737625,2.0,0.0,0.0,2.0,3,0.0,2.858243789291947,Clarified
92,George Gurdjieff,3,3,3,4,4,4,3,12,H,B,Biological/Individual,4,17,13,0.75,CR,CR,CR,0,0,0,3,12,17,13,0,0,1,0,0,0,0,0,0,1,0,1,,12,5,1.416666666666667,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,1,1,0.8914175857035461,0.8323529411764706,0.5075,0.7058823529411765,0.19999999999999996,0.85,0.225,0.037500000000000006,0.5875432525951558,0.5098161764705883,0.7017678416955018,0.0,0.0,0.0,0.0,3,1.0,4.686152822106315,Clarified
93,George Orwell,3,3,4,4,2,3,4,12,T,G,Growth/Global,4,16,13,0.75,MR,MR,MR,0,0,0,3,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.9112454422744423,0.8500000000000001,0.72,0.75,0.19999999999999996,0.8799999999999999,0.25,0.037500000000000006,0.6375000000000001,0.53125,0.7763125,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
94,George Washington,1,3,3,4,2,4,4,16,N,B,Biological/Individual,3,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9202377875189814,0.786842105263158,0.485,1.0,0.4,0.76,0.25,0.0125,0.786842105263158,0.4917763157894738,0.8151940789473684,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
95,George Washington Carver,1,3,4,4,3,4,4,16,N,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9360657723914058,0.8764705882352941,0.74,1.0,0.3,0.835,0.25,0.025,0.8764705882352941,0.5477941176470589,0.894610294117647,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
96,Geronimo,1,4,2,4,3,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.8881549597348115,0.7571428571428571,0.7075,0.6428571428571429,0.3,0.9099999999999999,0.07500000000000001,0.025,0.48673469387755103,0.40696428571428567,0.6906772959183674,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
97,Grace Hopper,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
98,Gregor Mendel,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.939255483868123,0.7547619047619049,0.78,1.0,0.4,0.8949999999999999,0.4,0.0125,0.7547619047619049,0.5283333333333333,0.9128035714285714,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
99,Harriet Martineau,4,2,4,3,2,4,4,16,S,L,Loss/Limitation,3,15,11,1.0,PR,PR,PR,0,0,0,1,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.9324241265402624,0.8264705882352942,0.49,1.0,0.4,0.835,0.4,0.0125,0.8264705882352942,0.5785294117647058,0.8748455882352941,0.0,0.0,0.0,0.0,2,1.0,3.6861528221063153,Clarified
100,Harriet Tubman,4,3,2,4,3,4,4,16,N,B,Biological/Individual,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9323351178054313,0.9,0.5475,1.0,0.3,0.895,0.25,0.025,0.9,0.5625,0.874375,2.0,0.0,0.0,2.0,1,0.0,0.8582437892919468,Clarified
101,Haruki Murakami,1,1,4,3,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,SR,SR,SR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,0,0,,16,-4,0.75,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,1,1,0.9387695262242434,0.7700000000000001,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.7700000000000001,0.539,0.909975,3.0,0.0,0.0,3.0,3,0.0,1.9442892728847625,Clarified
102,Helen Keller,4,2,3,4,3,4,4,16,S,L,Loss/Limitation,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,1,1,0.9329476229529137,0.9,0.5525,1.0,0.3,0.9099999999999999,0.25,0.025,0.9,0.5625,0.877625,1.0,0.0,0.0,1.0,1,0.0,1.7721983056991313,Clarified
103,Helen Thayer,2,4,2,3,2,3,4,12,N,L,Loss/Limitation,3,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,1,1,0.920406050196368,0.8192307692307693,0.52,0.9230769230769231,0.4,0.8200000000000001,0.25,0.0125,0.7562130177514794,0.5120192307692308,0.8159589497041421,0.0,0.0,0.0,0.0,1,0.0,2.6861528221063153,Clarified
104,Henri Becquerel,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,1,1,0.936706036623394,0.740909090909091,0.78,1.0,0.4,0.8350000000000001,0.4,0.0125,0.740909090909091,0.5186363636363637,0.8981931818181818,3.0,0.0,0.0,3.0,2,1.0,0.9442892728847625,Clarified
