Case_ID,Case Name,Bio,Env,Cog,Id,Sym,C,Φ,Q=C×Φ,Mode,Ω,Integration Type,I,Load,Tension,κ,Outcome,Out(t₀),Out(late),Template_Deficit,FR Risk,Rescue,Walls,Q_calc,Load_calc,Tension_calc,FR_rule,Rescue_rule,Q_ge_12_rule,Q_le_6_rule,Phi_eq_4_rule,Low_C_low_Phi_rule,PR_rule_candidate,Is_FR_t0,Is_FR_late,Is_CR_t0,Is_PR_t0,Is_Clean_CR_PR,Ext,Q_predicted,Tension_predicted,kappa_predicted,Regime_Predicted,Regime_Predicted_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated,Regime_Actual_Normalized,Regime_Predicted_Normalized,Match_Default,Regime_Predicted_TwoLaws_Strict_Normalized,Match_TwoLaws_Strict,Regime_Predicted_TwoLaws_Calibrated_Normalized,Match_TwoLaws_Calibrated,Match,Domain,Reboot_Quality,Q_rho,SC,CID,ECC,ID,CAC,Frag,z
71,Ernest Shackleton,2,4,2,3,2,4,4,16,N,G,Growth/Global,3,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
72,Erwin Schrödinger,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
73,Eugenia Ginzburg,3,4,3,4,3,4,4,16,T,J,Journey/Transmission,4,17,13,1.0,MR,MR,MR,0,0,0,2,16,17,13,0,0,1,0,1,0,0,0,0,0,0,0,,16,1,1.0625,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.804784519651317,0.4,0.9411764705882353,0.7,0.95,0.7,0.1,0.708235294117647
74,Evelyn Underhill,3,2,3,3,4,3,4,12,S,L,Loss/Limitation,3,15,12,0.75,SR,SR,SR,0,0,0,2,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
75,Ezekiel,1,2,2,3,4,3,3,9,V,J,Journey/Transmission,4,12,9,0.56,SR,SR,SR,0,0,0,1,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,3,1.333333333333333,MR,SR,SR,SR,MR,False,SR,True,SR,True,False,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
76,Flannery O'Connor,4,2,3,3,4,3,4,12,S,L,Loss/Limitation,4,16,13,0.75,SR,SR,SR,0,0,0,1,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
77,Florence Nightingale,2,3,3,4,3,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,1,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
78,Francis of Assisi,2,2,2,4,4,4,4,16,V,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
79,Franco Magnani,4,1,2,3,3,2,3,6,S,L,Loss/Limitation,4,13,11,0.38,SR,SR,SR,1,0,0,1,6,13,11,0,0,0,1,0,0,0,0,0,0,0,0,,6,7,2.166666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7798195972646119,0.4,0.46153846153846156,0.8,0.95,0.7,0.1,0.6323076923076923
80,Franklin D. Roosevelt,4,2,2,3,2,4,4,16,S,B,Biological/Individual,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
81,Frederick Douglass,2,3,4,4,2,4,4,16,T,G,Growth/Global,4,15,11,1.0,MR,MR,MR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,0,0,,16,-1,0.9375,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
82,Frida Kahlo,4,2,2,4,3,3,3,9,S,B,Biological/Individual,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
83,Fridtjof Nansen,2,4,4,3,2,4,4,16,N,G,Growth/Global,3,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
84,Friedrich Nietzsche,4,2,4,4,3,2,1,2,S,C,Chaos/Fragmentation,3,17,15,0.12,FR,FR,FR,1,1,0,3,2,17,15,1,0,0,1,0,1,0,1,1,0,0,0,,2,15,8.5,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.4792765846306517,1.0,0.11764705882352941,0.3,0.6,-0.8,0.95,-0.04147058823529409
85,Fyodor Dostoevsky,3,3,3,4,3,3,4,12,N,B,Biological/Individual,4,16,13,0.75,MR,MR,MR,0,0,0,3,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
86,Galileo Galilei,1,3,4,3,2,4,4,16,D,G,Growth/Global,4,13,9,1.0,PR,PR,PR,0,0,0,1,16,13,9,0,0,1,0,1,0,1,0,0,0,1,1,,16,-3,0.8125,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
87,Gemma Galgani,4,2,1,4,4,3,3,9,S,J,Journey/Transmission,4,15,12,0.56,SR,SR,SR,0,0,0,1,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
88,George Boole,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
89,George de Mestral,1,1,4,2,2,4,4,16,D,G,Growth/Global,3,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
90,George Fox,1,2,2,4,4,3,4,12,V,J,Journey/Transmission,4,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8098800203913294,0.4,0.9230769230769231,0.8,0.95,0.7,0.1,0.7246153846153847
91,George Frideric Handel,4,2,2,3,4,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
92,George Gurdjieff,3,3,3,4,4,4,3,12,H,B,Biological/Individual,4,17,13,0.75,CR,CR,CR,0,0,0,3,12,17,13,0,0,1,0,0,0,0,0,0,1,0,1,,12,5,1.416666666666667,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,atlas,1,0.6183033334163047,0.6,0.7058823529411765,0.3,0.95,-0.3,0.7,0.24117647058823535
93,George Orwell,3,3,4,4,2,3,4,12,T,G,Growth/Global,4,16,13,0.75,MR,MR,MR,0,0,0,3,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
94,George Washington,1,3,3,4,2,4,4,16,N,B,Biological/Individual,3,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
95,George Washington Carver,1,3,4,4,3,4,4,16,N,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,2,16,15,11,0,0,1,0,1,0,0,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
96,Geronimo,1,4,2,4,3,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.792019692682582,0.4,0.6428571428571429,0.8,0.95,0.7,0.1,0.6685714285714287
97,Grace Hopper,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
98,Gregor Mendel,1,2,4,2,2,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
99,Harriet Martineau,4,2,4,3,2,4,4,16,S,L,Loss/Limitation,3,15,11,1.0,PR,PR,PR,0,0,0,1,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
100,Harriet Tubman,4,3,2,4,3,4,4,16,N,B,Biological/Individual,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
101,Haruki Murakami,1,1,4,3,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,SR,SR,SR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,0,0,,16,-4,0.75,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
102,Helen Keller,4,2,3,4,3,4,4,16,S,L,Loss/Limitation,4,16,12,1.0,MR,MR,MR,0,0,0,2,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
103,Helen Thayer,2,4,2,3,2,3,4,12,N,L,Loss/Limitation,3,13,10,0.75,MR,MR,MR,0,0,0,1,12,13,10,0,0,1,0,1,0,0,0,0,0,0,0,,12,1,1.083333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8098800203913294,0.4,0.9230769230769231,0.8,0.95,0.7,0.1,0.7246153846153847
104,Henri Becquerel,1,1,4,2,2,4,4,16,D,G,Growth/Global,4,10,6,1.0,PR,PR,PR,0,0,0,1,16,10,6,0,0,1,0,1,0,1,0,0,0,1,1,,16,-6,0.625,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
105,Henri Matisse,4,2,2,3,3,3,4,12,S,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
106,Henry David Thoreau,1,3,4,3,4,4,4,16,N,G,Growth/Global,3,15,11,1.0,CR,CR,CR,0,0,0,2,16,15,11,0,0,1,0,1,0,1,0,0,1,0,1,,16,-1,0.9375,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6456563062257954,0.6,1.0,0.3,0.95,-0.3,0.7,0.30000000000000004
107,Hildegard of Bingen,3,2,3,3,4,3,4,12,V,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
108,Ibn Khaldun,2,4,4,3,2,4,4,16,N,G,Growth/Global,4,15,11,1.0,PR,PR,PR,0,0,0,3,16,15,11,0,0,1,0,1,0,1,0,0,0,1,1,,16,-1,0.9375,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
109,Ignatius of Loyola,3,3,2,4,4,4,4,16,T,G,Growth/Global,4,16,12,1.0,MR,MR,MR,0,0,0,3,16,16,12,0,0,1,0,1,0,0,0,0,0,0,0,,16,0,1.0,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
110,Inanna,1,3,2,4,4,3,3,9,V,J,Journey/Transmission,4,14,11,0.56,SR,SR,SR,0,0,0,1,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,5,1.555555555555556,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.792019692682582,0.4,0.6428571428571429,0.8,0.95,0.7,0.1,0.6685714285714287
111,Isaac Newton,1,2,4,2,3,4,4,16,D,B,Biological/Individual,3,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
112,J.R.R. Tolkien,2,2,4,3,4,4,4,16,D,G,Growth/Global,4,15,11,1.0,SR,SR,SR,0,0,0,1,16,15,11,0,0,1,0,1,0,1,0,0,0,0,0,,16,-1,0.9375,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
113,Jacob Boehme,2,2,3,4,4,3,3,9,V,B,Biological/Individual,4,15,12,0.56,SR,SR,SR,0,0,0,2,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,6,1.666666666666667,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.789181706522253,0.4,0.6,0.8,0.95,0.7,0.1,0.66
114,James Baldwin,1,2,4,4,2,4,4,16,T,G,Growth/Global,4,13,9,1.0,MR,MR,MR,0,0,0,2,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
115,James Joyce,2,2,4,3,3,4,4,16,D,G,Growth/Global,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,1,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
116,James Lovelock,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
117,Jane Goodall,1,3,3,4,3,4,4,16,N,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
118,Jason Padgett,4,1,4,3,3,3,4,12,X,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,1,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
119,Jawaharlal Nehru,1,4,3,4,2,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
120,Jean Dominique Bauby,4,2,3,3,3,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
121,Jean Joseph Surin,2,3,2,4,4,2,3,6,V,L,Loss/Limitation,3,15,13,0.38,SR,SR,SR,0,0,0,1,6,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0.0,6,9,2.5,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7755640142690734,0.4,0.4,0.8,0.95,0.7,0.1,0.62
122,Jean Paul Sartre,1,3,4,4,2,4,4,16,T,G,Growth/Global,4,14,10,1.0,MR,MR,MR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
123,Jill Bolte Taylor,4,1,2,3,3,3,3,9,X,J,Journey/Transmission,4,13,10,0.56,CR,CR,CR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,1,0,1,,9,4,1.444444444444444,CR,MR,CR,CR,CR,True,MR,False,CR,True,True,atlas,1,0.6357403011786119,0.6,0.6923076923076923,0.5,0.95,-0.3,0.7,0.27846153846153854
124,Joan Didion,1,2,4,4,3,3,4,12,T,L,Loss/Limitation,4,14,11,0.75,SR,SR,SR,0,0,0,1,12,14,11,0,0,1,0,1,0,0,0,0,0,0,0,,12,2,1.166666666666667,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8057859355516407,0.4,0.8571428571428571,0.8,0.95,0.7,0.1,0.7114285714285714
125,Joan of Arc,2,2,2,4,4,3,3,9,A,J,Journey/Transmission,4,14,11,0.56,MR,MR,MR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.792019692682582,0.4,0.6428571428571429,0.8,0.95,0.7,0.1,0.6685714285714287
126,Johannes Kepler,1,2,4,2,3,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,1,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
127,John Bunyan,1,4,3,4,4,3,4,12,V,J,Journey/Transmission,4,16,13,0.75,SR,SR,SR,0,0,0,2,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
128,John Lennon,1,2,3,4,4,3,3,9,H,G,Growth/Global,4,14,11,0.56,SR,SR,SR,0,0,0,2,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,,9,5,1.555555555555556,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.792019692682582,0.4,0.6428571428571429,0.8,0.95,0.7,0.1,0.6685714285714287
129,John Maynard Keynes,1,3,4,2,2,4,4,16,D,G,Growth/Global,4,12,8,1.0,PR,PR,PR,0,0,0,2,16,12,8,0,0,1,0,1,0,1,0,0,0,1,1,,16,-4,0.75,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
130,John Milton,4,2,4,3,4,4,4,16,S,L,Loss/Limitation,4,17,13,1.0,SR,SR,SR,0,0,0,1,16,17,13,0,0,1,0,1,0,1,0,0,0,0,0,,16,1,1.0625,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.804784519651317,0.4,0.9411764705882353,0.7,0.95,0.7,0.1,0.708235294117647
131,John Nash,3,2,4,4,3,3,2,6,H,C,Chaos/Fragmentation,4,16,13,0.38,FR,FR,PR,0,1,0,2,6,16,13,1,0,0,1,0,0,0,1,0,0,0,0,,6,10,2.666666666666667,FR,FR,FR,FR,FR,True,FR,True,FR,True,True,atlas,0,0.4353637081969708,0.3,0.375,0.3,0.6,-0.8,0.95,-0.13
132,John Newton,2,3,2,4,4,3,4,12,T,G,Growth/Global,4,15,12,0.75,MR,MR,MR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
133,John of Patmos,1,3,2,3,4,3,3,9,V,J,Journey/Transmission,4,13,10,0.56,SR,SR,SR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,4,1.444444444444444,SR,SR,SR,SR,SR,True,SR,True,SR,True,True,atlas,1,0.7952591619892629,0.4,0.6923076923076923,0.8,0.95,0.7,0.1,0.6784615384615386
134,Joseph Smith,1,2,2,4,4,3,3,9,V,J,Journey/Transmission,4,13,10,0.56,MR,MR,MR,0,0,0,1,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,3.0,9,4,1.444444444444444,MR,SR,MR,MR,MR,True,SR,False,MR,True,True,atlas,1,0.7952591619892629,0.4,0.6923076923076923,0.8,0.95,0.7,0.1,0.6784615384615386
135,Julian of Norwich,3,2,2,4,4,3,4,12,V,B,Biological/Individual,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
136,Katherine Johnson,1,2,4,2,2,4,4,16,D,G,Growth/Global,3,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
137,Katherine Mansfield,4,2,3,3,3,3,4,12,S,L,Loss/Limitation,4,15,12,0.75,SR,SR,SR,0,0,0,1,12,15,12,0,0,1,0,1,0,0,0,0,0,0,0,,12,3,1.25,SR,MR,SR,SR,SR,True,MR,False,SR,True,True,atlas,1,0.8021838885585818,0.4,0.8,0.8,0.95,0.7,0.1,0.7000000000000001
138,Katsushika Hokusai,2,2,3,3,4,4,4,16,N,L,Loss/Limitation,4,14,10,1.0,SR,SR,SR,0,0,0,1,16,14,10,0,0,1,0,1,0,0,0,0,0,0,0,,16,-2,0.875,SR,CR,SR,SR,SR,True,CR,False,SR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
139,King Ashoka,1,2,2,4,3,3,4,12,N,B,Biological/Individual,4,12,9,0.75,MR,MR,MR,0,0,0,2,12,12,9,0,0,1,0,1,0,0,0,0,0,0,0,,12,0,1.0,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
140,Kurt Gödel,1,1,4,2,3,4,4,16,D,G,Growth/Global,4,11,7,1.0,PR,PR,PR,0,0,0,1,16,11,7,0,0,1,0,1,0,1,0,0,0,1,1,,16,-5,0.6875,PR,CR,PR,PR,PR,True,CR,False,PR,True,True,atlas,1,0.7426905453026857,0.6,1.0,0.6,0.95,0.1,0.4,0.53
141,Kurt Vonnegut,2,4,3,4,3,3,4,12,T,G,Growth/Global,4,16,13,0.75,MR,MR,MR,0,0,0,2,12,16,13,0,0,1,0,1,0,0,0,0,0,0,0,,12,4,1.333333333333333,MR,MR,MR,MR,MR,True,MR,True,MR,True,True,atlas,1,0.7989910002494707,0.4,0.75,0.8,0.95,0.7,0.1,0.6900000000000001
142,Lao Tzu,1,3,3,3,4,4,4,16,N,G,Growth/Global,4,14,10,1.0,CR,CR,CR,0,0,0,2,16,14,10,0,0,1,0,1,0,0,0,0,1,0,1,,16,-2,0.875,CR,CR,CR,CR,CR,True,CR,True,CR,True,True,atlas,1,0.6637386974043528,0.6,1.0,0.5,0.95,-0.3,0.7,0.3400000000000001
143,Leo Tolstoy,1,1,4,4,3,4,4,16,N,B,Biological/Individual,4,13,9,1.0,MR,MR,MR,0,0,0,1,16,13,9,0,0,1,0,1,0,0,0,0,0,0,0,,16,-3,0.8125,MR,CR,MR,MR,MR,True,CR,False,MR,True,True,atlas,1,0.8145725807070178,0.4,1.0,0.8,0.95,0.7,0.1,0.7400000000000001
